,CASE_NUMBER,CASE_STATUS,DECISION_DATE,SOC_TITLE,EMPLOYER_NAME,WORKSITE_CITY,WORKSITE_STATE,PREVAILING_WAGE,state_name,popullation
1704015,I-200-20350-961641,Certified,2020-12-22,Software Quality Assurance Engineers And Testers,Ust Global Inc,Pleasanton,California,120370.0,California,39029342.0
1704016,I-200-20351-962115,Certified,2020-12-22,"Software Developers, Applications",Pantar Solutions Inc,Charlotte,California,85488.0,North Carolina,10698973.0
1704017,I-200-20350-959323,Certified,2020-12-22,Sales Engineers,"Hcl America, Inc.",Rockford,California,78229.0,Illinois,12582032.0
1704018,I-200-20350-961798,Certified,2020-12-22,"Software Developers, Applications","Facebook, Inc.",Seattle,California,134098.0,Washington,7785786.0
1704019,I-200-20351-962106,Certified,2020-12-22,"Software Developers, Applications","Facebook, Inc.",Menlo Park,California,116122.0,California,39029342.0
1704020,I-200-20350-960412,Certified,2020-12-22,"Software Developers, Applications","Integrated Management Systems, Inc.",Duluth,California,103501.0,Georgia,10912876.0
1704021,I-200-20351-962110,Certified,2020-12-22,"Software Developers, Systems Software","Qualcomm Technologies, Inc.",San Diego,California,95104.0,California,39029342.0
1704022,I-200-20350-961776,Certified,2020-12-22,Computer Systems Analysts,Ust Global Inc,Saint Louis,California,75026.0,Missouri,6177957.0
1704023,I-200-20350-960274,Certified,2020-12-22,"Software Developers, Applications",Astir Technologies Llc,Plano,California,93558.0,Texas,30029572.0
1704024,I-200-20350-959337,Certified,2020-12-22,"Software Developers, Applications","Silverxis, Inc.",Jersey City,California,143936.0,New Jersey,9261699.0
1704025,I-200-20350-961260,Certified,2020-12-22,Computer Systems Engineers/Architects,Tata Consultancy Services Limited,Irving,California,74027.0,Texas,30029572.0
1704026,I-200-20350-959826,Certified,2020-12-22,"Software Developers, Applications",Capgemini America Inc,Jersey City,California,122221.0,New Jersey,9261699.0
1704027,I-200-20350-959761,Certified,2020-12-22,Computer Programmers,Larsen & Toubro Infotech Limited,Hartford,California,87152.0,Connecticut,3626205.0
1704028,I-200-20350-960898,Certified,2020-12-22,"Software Developers, Applications","Refulgent Technologies, Inc.",Charlotte,California,104042.0,North Carolina,10698973.0
1704029,I-200-20350-960730,Certified,2020-12-22,"Software Developers, Applications","Infinite Computer Solutions, Inc.",Tempe,California,83637.0,Arizona,7359197.0
1704030,I-200-20350-960737,Certified,2020-12-22,Mechanical Engineers,"Hcl America, Inc.",Charlotte,California,72426.0,North Carolina,10698973.0
1704031,I-200-20350-960683,Certified,2020-12-22,Computer Systems Analysts,Infogain Corporation,Irving,California,80475.0,Texas,30029572.0
1704032,I-200-20350-960277,Certified,2020-12-22,Computer Systems Engineers/Architects,"Tavant Technologies, Inc.",Carrollton,California,113027.0,Texas,30029572.0
1704033,I-200-20350-960534,Certified,2020-12-22,"Software Developers, Applications","Cyberbrains, Inc.",Fort Mill,California,85488.0,South Carolina,5282634.0
1704034,I-200-20350-960195,Certified,2020-12-22,Software Quality Assurance Engineers And Testers,Lorhan Corporation Inc.,Estero,California,41579.0,Florida,22244823.0
1704035,I-200-20350-960630,Certified,2020-12-22,Computer Systems Analysts,Capgemini America Inc,New York,California,92269.0,New York,19677151.0
1704036,I-200-20350-961193,Certified,2020-12-22,"Software Developers, Applications","Sagitec Solutions, Llc",Topeka,California,84302.0,Kansas,2937150.0
1704037,I-200-20350-962051,Certified,2020-12-22,Software Quality Assurance Engineers And Testers,"Kpit Technologies, Inc.",Novi,California,62213.0,Michigan,10034113.0
1704038,I-200-20350-960000,Certified,2020-12-22,Computer Systems Analysts,"Hysphere, Inc.",Watervliet,California,73008.0,New York,19677151.0
1704039,I-200-20350-961533,Certified,2020-12-22,"Electronics Engineers, Except Computer","Marvell Semiconductor, Inc.",Chandler,California,126298.0,Arizona,7359197.0
1704040,I-200-20350-960919,Certified,2020-12-22,"Software Developers, Systems Software","Umlaut, Inc.",Plano,California,93558.0,Texas,30029572.0
1704041,I-200-20350-960649,Certified,2020-12-22,"Software Developers, Applications",3i Infotech Inc.,Alexandria,California,97406.0,Virginia,8683619.0
1704042,I-200-20350-960905,Certified,2020-12-22,Information Technology Project Managers,Tata Consultancy Services Limited,Pleasanton,California,95555.0,California,39029342.0
1704043,I-200-20350-961952,Certified,2020-12-22,"Software Developers, Applications",Saras America Inc.,Fremont,California,96616.0,California,39029342.0
1704044,I-200-20351-962095,Certified,2020-12-22,Operations Research Analysts,"Facebook, Inc.",Menlo Park,California,95493.0,California,39029342.0
1704045,I-200-20350-959407,Certified,2020-12-22,Computer Systems Engineers/Architects,"Hcl America, Inc.",Menlo Park,California,120370.0,California,39029342.0
1704046,I-200-20350-959483,Certified,2020-12-22,Computer Systems Analysts,Cognizant Technology Solutions Us Corp,Plano,California,80475.0,Texas,30029572.0
1704047,I-200-20350-961591,Certified,2020-12-22,"Software Developers, Applications","Speridian Technologies, Llc",Albuquerque,California,75650.0,New Mexico,2113344.0
1704048,I-200-20350-959528,Certified,2020-12-22,Computer Systems Analysts,Cognizant Technology Solutions Us Corp,Saint Petersburg,California,89918.0,Florida,22244823.0
1704049,I-200-20350-959515,Certified,2020-12-22,Computer Systems Analysts,"Hcl America, Inc.",Bellevue,California,122325.0,Washington,7785786.0
1704050,I-200-20350-961435,Certified,2020-12-22,Web Developers,Tata Consultancy Services Limited,Philadelphia,California,61339.0,Pennsylvania,12972008.0
1704051,I-200-20350-961191,Certified,2020-12-22,Computer Systems Engineers/Architects,"Horizon Soft Solutions, Inc",San Antonio,California,82950.0,Texas,30029572.0
1704052,I-200-20350-959314,Certified,2020-12-22,Computer Programmers,"Hcl America, Inc.",Mountain View,California,131747.0,California,39029342.0
1704053,I-200-20351-962412,Certified,2020-12-22,Computer Systems Engineers/Architects,Mindtree Limited,Irving,California,74027.0,Texas,30029572.0
1704054,I-200-20350-961541,Certified,2020-12-22,Software Quality Assurance Engineers And Testers,"Novigo, Inc.",San Mateo,California,70720.0,California,39029342.0
1704055,I-200-20350-961785,Certified,2020-12-22,"Software Developers, Applications",Smart Erp Solutions Inc.,San Francisco,California,120931.0,California,39029342.0
1704056,I-200-20350-959758,Certified,2020-12-22,Computer Systems Analysts,Larsen & Toubro Infotech Limited,Raritan,California,92269.0,New Jersey,9261699.0
1704057,I-200-20350-959460,Certified,2020-12-22,Computer Systems Analysts,Cognizant Technology Solutions Us Corp,New York,California,92269.0,New York,19677151.0
1704058,I-200-20350-959463,Certified,2020-12-22,Computer Systems Analysts,Cognizant Technology Solutions Us Corp,Charlotte,California,80766.0,North Carolina,10698973.0
1704059,I-200-20350-961662,Certified,2020-12-22,Database Administrators,Tata Consultancy Services Limited,San Ramon,California,85738.0,California,39029342.0
1704060,I-200-20350-959665,Certified,2020-12-22,Computer Systems Engineers/Architects,Atos Syntel Inc,Phoenix,California,66768.0,Arizona,7359197.0
1704061,I-200-20350-959512,Certified,2020-12-22,Computer Systems Analysts,Cognizant Technology Solutions Us Corp,San Ramon,California,101338.0,California,39029342.0
1704062,I-200-20350-960302,Certified,2020-12-22,"Software Developers, Applications","Pamten, Inc.",New York,California,100526.0,New York,19677151.0
1704063,I-200-20350-961632,Certified,2020-12-22,Financial Managers,"Facebook, Inc.",Menlo Park,California,143057.0,California,39029342.0
1704064,I-200-20350-961656,Certified,2020-12-22,Computer Systems Analysts,"Ness Usa, Inc.",Edison,California,114067.0,New Jersey,9261699.0
1704065,I-200-20350-959738,Certified,2020-12-22,Computer Systems Analysts,"Majesco Software And Solutions, Inc.",Denville,California,92269.0,New Jersey,9261699.0
1704066,I-200-20350-959447,Certified,2020-12-22,Computer Systems Engineers/Architects,Mindtree Limited,Orlando,California,47590.0,Florida,22244823.0
1704067,I-200-20350-959860,Certified,2020-12-22,"Software Developers, Applications","Mastech Digital Infotech, Inc.",Atlanta,California,85842.0,Georgia,10912876.0
1704068,I-200-20350-960906,Certified,2020-12-22,"Software Developers, Applications",Anid Inosoft Llc,Mountain View,California,120578.0,California,39029342.0
1704069,I-200-20350-960742,Certified,2020-12-22,"Software Developers, Applications","Global Data Management, Inc.",New York,California,100526.0,New York,19677151.0
1704070,I-200-20350-960503,Certified,2020-12-22,"Electronics Engineers, Except Computer",Aricent N.a. Inc.,Santa Clara,California,141669.0,California,39029342.0
1704071,I-200-20350-961679,Certified,2020-12-22,Information Technology Project Managers,Prospance Inc,Austin,California,102606.0,Texas,30029572.0
1704072,I-200-20350-961188,Certified,2020-12-22,"Software Developers, Applications","Sagitec Solutions, Llc",New York,California,122221.0,New York,19677151.0
1704073,I-200-20350-959313,Certified,2020-12-22,Computer Systems Analysts,Cognizant Technology Solutions Us Corp,Medford,California,83928.0,Massachusetts,6981974.0
1704074,I-200-20350-960613,Certified,2020-12-22,"Software Developers, Applications",Capgemini America Inc,Jersey City,California,122221.0,New Jersey,9261699.0
1704075,I-200-20351-962252,Certified,2020-12-22,"Software Developers, Applications","Facebook, Inc.",Menlo Park,California,160849.0,California,39029342.0
1704076,I-200-20350-960062,Certified,2020-12-22,Computer Systems Analysts,"Client Network Services, Llc",Salt Lake City,California,75254.0,Utah,3380800.0
1704077,I-200-20350-959662,Certified,2020-12-22,Sales Managers,"Cigniti Technologies, Inc.",Irving,California,148949.0,Texas,30029572.0
1704078,I-200-20350-960718,Certified,2020-12-22,"Software Developers, Systems Software","Kpit Technologies, Inc.",Novi,California,79248.0,Michigan,10034113.0
1704079,I-200-20350-960699,Certified,2020-12-22,Network And Computer Systems Administrators,"Tech Mahindra (Americas), Inc",Sunnyvale,California,98613.0,California,39029342.0
1704080,I-200-20350-960028,Certified,2020-12-22,"Software Developers, Systems Software",Tech Mahindra (Americas) Inc.,Houston,California,90022.0,Texas,30029572.0
1704081,I-200-20350-959484,Certified,2020-12-22,Computer Programmers,"Hcl America, Inc.",Rockford,California,72342.0,Illinois,12582032.0
1704082,I-200-20350-962076,Certified,2020-12-22,"Software Developers, Systems Software","Qualcomm Atheros, Inc.",San Diego,California,130413.0,California,39029342.0
1704083,I-200-20350-959742,Certified,2020-12-22,Computer Systems Analysts,"Compunnel Software Group, Inc",Bentonville,California,59571.0,Arkansas,3045637.0
1704084,I-200-20350-959383,Certified,2020-12-22,Sales Engineers,Wipro Limited,Dublin,California,108118.0,Ohio,11756058.0
1704085,I-200-20350-960765,Certified,2020-12-22,"Software Developers, Applications",Galax-Esystems Corporation,Olympia,California,94099.0,Washington,7785786.0
1704086,I-200-20350-960293,Certified,2020-12-22,Data Warehousing Specialists,Capgemini America Inc,Chicago,California,95555.0,Illinois,12582032.0
1704087,I-200-20350-960294,Certified,2020-12-22,"Software Developers, Applications",Ajace Inc,Chantilly,California,97406.0,Virginia,8683619.0
1704088,I-200-20350-959596,Certified,2020-12-22,Computer Systems Analysts,"Quest Global Services- N.a., Inc.",Austin,California,73029.0,Texas,30029572.0
1704089,I-200-20350-960687,Certified,2020-12-22,Information Technology Project Managers,"Hcl America, Inc.",Cary,California,92310.0,North Carolina,10698973.0
1704090,I-200-20350-960745,Certified,2020-12-22,"Software Developers, Applications","Delta System & Software, Inc.",Shelton,California,100838.0,Connecticut,3626205.0
1704091,I-200-20350-959517,Certified,2020-12-22,Computer Systems Analysts,Cognizant Technology Solutions Us Corp,Beaverton,California,95784.0,Oregon,4240137.0
1704092,I-200-20350-960815,Certified,2020-12-22,"Software Developers, Applications",Techsmart Global Inc.,Indianapolis,California,79373.0,Indiana,6833037.0
1704093,I-200-20350-959320,Certified,2020-12-22,Computer Systems Analysts,Cognizant Technology Solutions Us Corp,Chicago,California,73882.0,Illinois,12582032.0
1704094,I-200-20350-960655,Certified,2020-12-22,"Software Developers, Applications","Adroit Software, Inc.",Plano,California,93558.0,Texas,30029572.0
1704095,I-200-20350-960847,Certified,2020-12-22,"Software Developers, Applications","Prospect Infosys, Inc",Maryland Heights,California,83637.0,Missouri,6177957.0
1704096,I-200-20350-959318,Certified,2020-12-22,Computer Systems Analysts,"Hcl America, Inc.",North Wales,California,88421.0,Pennsylvania,12972008.0
1704097,I-200-20350-961779,Certified,2020-12-22,"Software Developers, Applications",Galax-Esystems Corporation,Newark,California,122221.0,New Jersey,9261699.0
1704098,I-200-20350-961509,Certified,2020-12-22,Web Developers,Tata Consultancy Services Limited,Columbus,California,58386.0,Ohio,11756058.0
1704099,I-200-20350-961845,Certified,2020-12-22,Computer Systems Engineers/Architects,"Zifo Technologies, Inc.",Waltham,California,72030.0,Massachusetts,6981974.0
1704100,I-200-20350-960800,Certified,2020-12-22,Electrical Engineers,"Danlaw, Inc.",Novi,California,81827.0,Michigan,10034113.0
1704101,I-200-20350-959950,Certified,2020-12-22,Computer Systems Engineers/Architects,"Hcl America, Inc.",Frisco,California,93538.0,Texas,30029572.0
1704102,I-200-20350-961462,Certified,2020-12-22,"Software Developers, Systems Software",Techvision Co,Minneapolis,California,88712.0,Minnesota,5717184.0
1704103,I-200-20350-960763,Certified,2020-12-22,Computer Systems Engineers/Architects,"Hcl America, Inc.",San Antonio,California,82950.0,Texas,30029572.0
1704104,I-200-20350-959649,Certified,2020-12-22,Mechatronics Engineers,L&T Technology Services Limited,Lima,California,71115.0,Ohio,11756058.0
1704105,I-200-20350-961605,Certified,2020-12-22,"Software Developers, Applications",Bitwise Inc.,Schaumburg,California,87838.0,Illinois,12582032.0
1704106,I-200-20350-960082,Certified,2020-12-22,Software Quality Assurance Engineers And Testers,"Hcl America, Inc.",Irving,California,74027.0,Texas,30029572.0
1704107,I-200-20350-960979,Certified,2020-12-22,"Software Developers, Applications",Sunmerge Systems Inc,Dallas,California,110344.0,Texas,30029572.0
1704108,I-200-20350-960250,Certified,2020-12-22,"Software Developers, Applications",Ust Global Inc,Alpharetta,California,85842.0,Georgia,10912876.0
1704109,I-200-20350-960312,Certified,2020-12-22,"Software Developers, Applications",Natsoft Corporation,Glen Allen,California,102107.0,Virginia,8683619.0
1704110,I-200-20350-959410,Certified,2020-12-22,"Software Developers, Applications","Infocepts, Llc",San Francisco,California,120931.0,California,39029342.0
1704111,I-200-20350-961763,Certified,2020-12-22,"Software Developers, Applications","Compunnel Software Group, Inc",Richmond,California,87984.0,Virginia,8683619.0
